responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_Zs1LOSe2avgT41X,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I'm not sure.,No,No,No,No,I'm not sure.,Yes,No,Yes,No,Yes,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,I'm not sure.,No,Yes,I'm not sure.,I'm not sure.,No,No,No,Yes,No,Yes,No,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,I depends on the actual content of the post.  In some cases it may be too private for it to be spread about. a public,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Moderately Concerned,Slightly Concerned,85 or older,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Doctorate degree (For example: PhD, EdD)","$100,000 - $149,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,4,5,5,4,3,2,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never
R_3s1eQnDwsK4nGWi,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,No,No,No,I'm not sure.,Yes,I'm not sure.,No,Yes,Yes,Yes,No,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,Yes,Guess it depends on the real intent of the person seeking the information. But most of all what happens to the information once retrieved? And I think it gets much too deep inside an individual's personal life. Once info is “out there”  it can't be taken back- and that affects the rest of a person's life!,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Complete Trust - 7,Complete Trust - 7,6,3,2,4,Never,Never,Sometimes,Sometimes,Never,Never,Never
R_1q1ISxuuQZZbBMT,anonymous,Yes,Yes,Several Times a Day,About Once a Day,A Few Times a Week,Less Often,About Once a Day,Less Often,Less Often,Less Often,A Few Times a Week,Less Often,About Once a Day,No,No,Yes,No,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,Yes,No,I'm not sure.,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Yes,Nothing comes to mind right now except the information on my Facebook is mine and mine alone. You would have to agree with me before I would forward it to you.,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,Important,Important,Important,Neither important nor unimportant,Not important,Good idea,I'm not sure,Extremely Concerned,Extremely Concerned,65 - 74,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$10,000 - $19,999",9,Not Sensitive 1,2,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,Very Sensitive 10,Not Sensitive 1,9,Not Sensitive 1,9,Very Sensitive 10,8,9,8,2,5,6,No trust at all - 1,No trust at all - 1,2,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always
R_2pYr7SRDpG2mNJc,anonymous,Yes,Yes,A Few Times a Week,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,About Once a Day,Yes,Yes,No,No,I'm not sure.,I'm not sure.,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,privacy,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,I'm not sure,Bad idea,Extremely Concerned,Extremely Concerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$100,000 - $149,999",Very Sensitive 10,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,-99,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,No trust at all - 1,No trust at all - 1,3,4,No trust at all - 1,No trust at all - 1,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes
R_1CvixRRB5JMj0gC,anonymous,Yes,Yes,Less Often,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I am not always sure,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Good idea,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",5,8,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,5,5,6,7,Very Sensitive 10,Very Sensitive 10,5,Very Sensitive 10,6,4,4,6,6,4,3,Sometimes,Always,Always,Always,Always,Always,Always
R_5hSqBiebbHemiFH,anonymous,Yes,Yes,A Few Times a Week,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,I'm not sure,No,I'm not sure.,No,Yes,No,No,Yes,No,No,Yes,I'm not sure.,No,No,No,No,No,No,No,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,I'm not sure.,No,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,Yes,It depends on the subject.,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,I'm not sure,Extremely Concerned,Extremely Concerned,85 or older,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$100,000 - $149,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,No trust at all - 1,2,4,No trust at all - 1,No trust at all - 1,Always,Always,Sometimes,Always,Sometimes,Always,Always
R_CeKDKiMlIiWhnIl,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Less Often,Less Often,Every Few Weeks,Less Often,A Few Times a Week,Less Often,Less Often,Don't use at all,A Few Times a Week,No,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,No,Yes,No,No,No,I'm not sure.,No,No,No,I'm not sure.,Yes,Yes,No,No,Yes,I'm not sure.,No,Yes,I'm not sure.,Yes,No,Yes,I'm not sure.,I'm not sure.,No,No,No,No,I'm not sure.,No,No,I'm not sure.,No,No,I'm not sure.,No,Yes,"Fine print in such suggestions, an individual may not be to informed of in all",Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,3,3,4,2,4,3,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_TplzgfnRNx7grPr,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,Several Times a Day,,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,depends on what the information is used for other than academic ,Agree,Neither Agree Nor Disagree,Agree,Agree,Neither agree nor disagree,Important,Not important,Not important,Important,Important,Good idea,I'm not sure,Moderately Concerned,Slightly Concerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",-99,Very Sensitive 10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,5,3,3,2,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_1l0KmeLbS2TL8U5,anonymous,Yes,Yes,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-99,Disagree,Agree,Agree,Agree,Disagree,Not important,Not important,Not important,Important,Not important,Good idea,Bad idea,Extremely Concerned,Extremely Concerned,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,3,Complete Trust - 7,Complete Trust - 7,4,5,3,Always,Always,Always,Never,Sometimes,Always,Always
R_WAwQGdLMlug3UK5,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,Yes,sometimes,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,I'm not sure,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,75 - 84,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$80,000 - $89,999",4,-99,2,-99,-99,5,-99,3,-99,-99,3,7,Very Sensitive 10,Not Sensitive 1,7,3,5,2,3,6,4,2,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never
R_3PdSTQqR3Bumwlb,anonymous,Yes,Yes,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Less Often,About Once a Day,Don't use at all,Don't use at all,I'm not sure,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,I'm not sure.,I'm not sure.,Yes,Yes,-99,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Agree,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,65 - 74,0,Man,0,0,0,0,0,0,0,0,Something else,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$60,000 - $69,999",-99,2,5,Not Sensitive 1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,4,3,3,3,3,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes
R_2qfT9L84fGyBmCu,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,,,No,No,I'm not sure.,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,yes,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Neither Concerned nor Unconcerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$20,000 - $29,999",Very Sensitive 10,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,5,5,5,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,Not Sensitive 1,2,2,4,No trust at all - 1,No trust at all - 1,No trust at all - 1,Always,Always,Always,Always,Always,Always,Always
R_WlKy9OuAxW2pGqB,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Every Few Weeks,Don't use at all,Less Often,-99,-99,-99,-99,-99,-99,Yes,Yes,I'm not sure.,I'm not sure.,No,No,I'm not sure.,Yes,I'm not sure.,No,Yes,Yes,No,No,I'm not sure.,No,I'm not sure.,Yes,Yes,Yes,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,Yes,It depends on whether my identity is protected,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Moderately Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$80,000 - $89,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,9,3,5,Very Sensitive 10,8,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,4,5,5,2,No trust at all - 1,Never,Always,Never,Always,Sometimes,Always,Always
R_1Pcnjf64lnxnioW,anonymous,Yes,Yes,Every Few Weeks,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,A Few Times a Week,,,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,No,I'm not sure.,No,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,No,No,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,Yes,Some information is more private and sensitive than other information on the same subject.,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,Good idea,Moderately Concerned,Moderately Concerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,Very Sensitive 10,5,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,8,4,No trust at all - 1,3,3,4,2,Sometimes,Always,Sometimes,Always,Always,Always,Always
R_Z4DwtF1EAjajw5j,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,I'm not sure.,No,Yes,I don't post much of interest. But journalist have become increasingly untrustworth,Neither Agree Nor Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither important nor unimportant,Important,Important,Not important,Important,Good idea,I'm not sure,Moderately Concerned,Neither Concerned nor Unconcerned,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$20,000 - $29,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,-99,-99,4,No trust at all - 1,4,3,3,No trust at all - 1,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3qWFf9zLlYyUM6c,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,Several Times a Day,,,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,No,Yes,I'm not sure.,No,I'm not sure.,No,Yes,No,No,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,Yes,Yes,No,Yes,Yes,Yes,some data is questionable,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$10,000 - $19,999",5,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,5,4,5,5,3,4,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_1lzOYrSpyT1chAc,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,No,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,No,No,Yes,No,I'm not sure.,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,I'm not sure.,I'm not sure.,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,I'm not sure.,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Accuracy of predictors.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Neither important nor unimportant,Good idea,I'm not sure,Moderately Concerned,Extremely Concerned,75 - 84,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,-99,4,6,6,5,3,4,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_1gecv8vVUnZnYkL,anonymous,Yes,Yes,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Less Often,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not yy,Neither Agree Nor Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Bad idea,Bad idea,Slightly Concerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,Associate degree,"$70,000 - $79,999",7,8,8,7,7,7,8,7,7,8,8,8,7,7,7,7,3,5,4,2,5,3,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always
R_2TYw8Z4A2UjJZ8U,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Depends,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,45 - 54,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$10,000 - $19,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,Complete Trust - 7,Complete Trust - 7,6,6,No trust at all - 1,6,Always,Never,Always,Always,Never,Always,Always
R_1nVlWgiEy8xg57Y,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,I'm not sure.,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,no reply confusing,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,75 - 84,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Professional Degree (For example: MBA, MFA, DDS, DVM, LLB, JD)","$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,8,Very Sensitive 10,7,7,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,No trust at all - 1,No trust at all - 1,3,3,No trust at all - 1,Always,Sometimes,Always,Sometimes,Always,Always,Always
